# lag_days = last message in the session minus trigger_received_on (when the bot offered it).
# end_source: last_message is the true end; updated_at is the fallback. They agreed on every row.
# session_id column removed: it identifies a conversation and adds nothing to a lag audit.
# session_id column removed: it identifies a conversation and adds nothing to a lag audit.
flw_id,end_time,end_source,lag_days,within_2d
FLW_185c0a,2026-07-07T05:07:37.069717+00:00,last_message,0.5872,Y
FLW_8216f7,2026-07-06T16:20:10.653198+00:00,last_message,0.0519,Y
FLW_c26397,2026-07-06T17:27:28.909592+00:00,last_message,0.0957,Y
FLW_cc45b5,2026-07-06T18:49:22.912943+00:00,last_message,0.146,Y
FLW_5b6329,2026-07-06T17:18:48.550883+00:00,last_message,0.0822,Y
FLW_263df7,2026-07-06T21:11:43.128320+00:00,last_message,0.2431,Y
FLW_86c9d8,2026-07-11T05:56:35.441541+00:00,last_message,4.5876,N
FLW_24b114,2026-07-07T06:36:00.655485+00:00,last_message,0.6072,Y
FLW_1f84f5,2026-07-07T06:55:45.751515+00:00,last_message,0.6092,Y
FLW_8c09b6,2026-07-07T17:04:17.719422+00:00,last_message,1.0224,Y
FLW_5d12ac,2026-07-07T11:31:02.345821+00:00,last_message,0.7796,Y
FLW_6cddef,2026-07-07T07:26:38.409372+00:00,last_message,0.6,Y
FLW_3a24a4,2026-07-06T21:31:26.561326+00:00,last_message,0.1781,Y
FLW_12e80c,2026-07-06T18:12:26.805113+00:00,last_message,0.0353,Y
FLW_45fc59,2026-07-07T14:05:28.275583+00:00,last_message,0.8637,Y
FLW_ef9513,2026-07-06T23:15:02.379796+00:00,last_message,0.2404,Y
FLW_74b63c,2026-07-06T19:22:09.417841+00:00,last_message,0.0775,Y
FLW_e9b8aa,2026-07-06T18:21:10.286270+00:00,last_message,0.0266,Y
FLW_7b7a41,2026-07-06T20:27:07.974957+00:00,last_message,0.1123,Y
FLW_f014e5,2026-07-06T20:13:30.911773+00:00,last_message,0.1021,Y
FLW_ce806e,2026-07-06T19:59:43.523353+00:00,last_message,0.0911,Y
FLW_0c0d0a,2026-07-06T21:04:20.151849+00:00,last_message,0.1353,Y
FLW_ad7c3b,2026-07-07T09:00:41.195454+00:00,last_message,0.6295,Y
FLW_74eb66,2026-07-06T21:09:30.931791+00:00,last_message,0.1237,Y
FLW_050978,2026-07-06T22:10:34.184024+00:00,last_message,0.1529,Y
FLW_b921f8,2026-07-06T20:15:48.730988+00:00,last_message,0.0699,Y
FLW_42a5a6,2026-07-06T20:53:53.689500+00:00,last_message,0.0931,Y
FLW_15c451,2026-07-06T22:43:49.998629+00:00,last_message,0.1316,Y
FLW_b4445c,2026-07-06T21:27:41.477618+00:00,last_message,0.042,Y
FLW_d7f29e,2026-07-07T06:06:28.160220+00:00,last_message,0.1393,Y
FLW_617e3a,2026-07-07T17:21:32.969504+00:00,last_message,0.5238,Y
FLW_f35907,2026-07-07T07:07:58.085313+00:00,last_message,0.0872,Y
FLW_6116da,2026-07-08T08:21:54.846961+00:00,last_message,1.1248,Y
FLW_6cbeb1,2026-07-07T18:43:40.425973+00:00,last_message,0.5497,Y
FLW_a4cc42,2026-07-07T20:49:46.757051+00:00,last_message,0.5839,Y
FLW_55f57e,2026-07-07T09:43:14.562352+00:00,last_message,0.1072,Y
FLW_586169,2026-07-07T12:36:22.445190+00:00,last_message,0.1379,Y
FLW_8a6383,2026-07-08T16:53:29.826768+00:00,last_message,1.3044,Y
FLW_637ec8,2026-07-08T07:13:26.718716+00:00,last_message,0.8809,Y
FLW_1ee1ab,2026-07-07T15:55:01.323528+00:00,last_message,0.1893,Y
FLW_a1e6a1,2026-07-07T14:11:03.806328+00:00,last_message,0.1013,Y
FLW_884de9,2026-07-07T16:04:21.302957+00:00,last_message,0.1446,Y
FLW_945e4d,2026-07-07T19:30:13.853501+00:00,last_message,0.2499,Y
FLW_ffe755,2026-07-07T16:15:10.887406+00:00,last_message,0.1111,Y
FLW_7c8500,2026-07-07T18:27:24.227084+00:00,last_message,0.163,Y
FLW_7a38a1,2026-07-07T17:26:35.554732+00:00,last_message,0.0983,Y
FLW_544e94,2026-07-08T18:29:18.359702+00:00,last_message,1.0957,Y
FLW_69867a,2026-07-09T00:34:23.329357+00:00,last_message,1.3278,Y
FLW_9ee153,2026-07-07T20:12:26.193177+00:00,last_message,0.0404,Y
FLW_77b741,2026-07-08T11:08:22.078048+00:00,last_message,0.6513,Y
FLW_4f7465,2026-07-09T00:02:16.516867+00:00,last_message,1.1409,Y
FLW_8c8d5b,2026-07-08T10:56:43.932067+00:00,last_message,0.4886,Y
FLW_fceaa6,2026-07-09T13:04:30.003006+00:00,last_message,1.4977,Y
FLW_76378b,2026-07-09T05:06:30.988545+00:00,last_message,0.7138,Y
FLW_55dab3,2026-07-08T15:48:24.924692+00:00,last_message,0.1265,Y
FLW_fadbd4,2026-07-10T06:13:09.444467+00:00,last_message,1.7139,Y
FLW_ef1865,2026-07-08T22:04:28.570708+00:00,last_message,0.1069,Y
FLW_b6d917,2026-07-08T22:17:59.511212+00:00,last_message,0.0916,Y
FLW_b900c0,2026-07-09T00:09:06.051529+00:00,last_message,0.1328,Y
FLW_fd220a,2026-07-09T20:45:35.153408+00:00,last_message,0.9287,Y
FLW_6e062c,2026-07-09T07:48:31.684650+00:00,last_message,0.3828,Y
FLW_e10500,2026-07-09T07:34:25.798674+00:00,last_message,0.0539,Y
FLW_d95699,2026-07-09T11:55:56.648084+00:00,last_message,0.0651,Y
FLW_86c140,2026-07-11T11:41:42.272917+00:00,last_message,2.0439,N
FLW_48e470,2026-07-09T12:07:28.851794+00:00,last_message,0.04,Y
FLW_47ea12,2026-07-09T14:20:54.792027+00:00,last_message,0.1169,Y
FLW_8902b7,2026-07-09T14:01:27.931914+00:00,last_message,0.0606,Y
FLW_0ca1de,2026-07-09T17:06:18.136277+00:00,last_message,0.1889,Y
FLW_6b698f,2026-07-09T15:00:39.010121+00:00,last_message,0.0954,Y
FLW_252b2e,2026-07-10T08:02:13.173020+00:00,last_message,0.7923,Y
FLW_8762cf,2026-07-10T06:09:39.087922+00:00,last_message,0.6412,Y
FLW_55ecaf,2026-07-10T11:36:23.015977+00:00,last_message,0.7778,Y
FLW_3e6810,2026-07-09T19:30:51.507136+00:00,last_message,0.0334,Y
FLW_4041a4,2026-07-10T09:57:14.131690+00:00,last_message,0.5484,Y
FLW_37e7d1,2026-07-09T22:52:55.986112+00:00,last_message,0.0526,Y
FLW_e33e45,2026-07-10T16:32:32.792460+00:00,last_message,0.39,Y
FLW_e1813b,2026-07-10T10:21:49.289411+00:00,last_message,0.115,Y
FLW_e45e34,2026-07-10T22:05:35.757856+00:00,last_message,0.5675,Y
FLW_301885,2026-07-10T10:04:35.362852+00:00,last_message,0.054,Y
FLW_3a639f,2026-07-10T12:22:05.570728+00:00,last_message,0.1434,Y
FLW_b878bf,2026-07-10T10:12:01.617880+00:00,last_message,0.0498,Y
FLW_ff4a9c,2026-07-10T19:34:01.419619+00:00,last_message,0.4398,Y
FLW_1c8194,2026-07-11T05:22:56.526452+00:00,last_message,0.8327,Y
FLW_e69708,2026-07-10T20:30:12.749114+00:00,last_message,0.3497,Y
FLW_cc96bf,2026-07-10T15:56:05.655769+00:00,last_message,0.138,Y
FLW_1e0438,2026-07-10T19:28:37.785095+00:00,last_message,0.2663,Y
FLW_2228e2,2026-07-10T18:00:51.147422+00:00,last_message,0.1985,Y
FLW_664192,2026-07-10T15:55:20.182498+00:00,last_message,0.1011,Y
FLW_39b1d8,2026-07-11T10:54:59.863759+00:00,last_message,0.7761,Y
FLW_4a0a8a,2026-07-10T18:51:38.813029+00:00,last_message,0.1022,Y
FLW_b1d154,2026-07-10T17:44:28.884769+00:00,last_message,0.0446,Y
FLW_106459,2026-07-10T20:35:48.516857+00:00,last_message,0.1585,Y
FLW_825bf6,2026-07-10T18:07:38.877818+00:00,last_message,0.043,Y
FLW_331f2f,2026-07-10T19:31:35.882045+00:00,last_message,0.0915,Y
FLW_670edf,2026-07-11T09:12:54.504745+00:00,last_message,0.649,Y
FLW_2e2677,2026-07-10T21:25:10.270424+00:00,last_message,0.1574,Y
FLW_f6d123,2026-07-10T22:52:07.659941+00:00,last_message,0.2166,Y
FLW_79e0f6,2026-07-10T21:02:13.613950+00:00,last_message,0.1372,Y
FLW_3974ff,2026-07-10T21:41:08.099260+00:00,last_message,0.162,Y
FLW_cbe450,2026-07-10T21:05:10.681596+00:00,last_message,0.1006,Y
FLW_3114cc,2026-07-11T09:13:54.553160+00:00,last_message,0.585,Y
FLW_eeec09,2026-07-11T11:37:40.516630+00:00,last_message,0.6776,Y
FLW_3cf444,2026-07-11T10:43:18.991579+00:00,last_message,0.5834,Y
FLW_45aec0,2026-07-10T23:17:39.532282+00:00,last_message,0.0976,Y
FLW_e9444c,2026-07-11T19:42:14.496940+00:00,last_message,0.9199,Y
FLW_851881,2026-07-11T00:29:37.546809+00:00,last_message,0.0766,Y
FLW_a7b524,2026-07-11T00:09:14.701701+00:00,last_message,0.0513,Y
FLW_30d84c,2026-07-11T02:50:22.062573+00:00,last_message,0.0557,Y
FLW_ff1ca5,2026-07-11T16:30:32.700043+00:00,last_message,0.4364,Y
FLW_2aa0a5,2026-07-11T07:13:39.687138+00:00,last_message,0.0427,Y
FLW_574a4c,2026-07-11T16:55:26.278091+00:00,last_message,0.4289,Y
FLW_fd58f7,2026-07-11T10:13:13.568826+00:00,last_message,0.1111,Y
FLW_1bcb1c,2026-07-11T08:42:51.272226+00:00,last_message,0.0468,Y
FLW_fb9a36,2026-07-11T21:45:03.672307+00:00,last_message,0.5866,Y
FLW_2ebea7,2026-07-11T12:47:57.986712+00:00,last_message,0.1677,Y
FLW_7ae17d,2026-07-11T21:52:11.118966+00:00,last_message,0.5349,Y
FLW_62d907,2026-07-11T20:51:43.428108+00:00,last_message,0.4732,Y
FLW_ae7ed2,2026-07-11T12:49:41.315273+00:00,last_message,0.1043,Y
FLW_1ff198,2026-07-11T12:06:51.046484+00:00,last_message,0.0682,Y
FLW_8d0b05,2026-07-12T14:34:49.179055+00:00,last_message,1.1336,Y
FLW_f5a021,2026-07-11T21:01:52.860066+00:00,last_message,0.3674,Y
FLW_537813,2026-07-11T15:50:52.042964+00:00,last_message,0.0358,Y
FLW_606128,2026-07-15T13:28:44.873073+00:00,last_message,3.8595,N
FLW_e368fa,2026-07-11T20:50:05.746995+00:00,last_message,0.0781,Y
FLW_84d3e3,2026-07-11T22:15:00.702358+00:00,last_message,0.1216,Y
FLW_771842,2026-07-11T21:38:20.559816+00:00,last_message,0.0942,Y
FLW_783c2b,2026-07-11T22:02:57.280363+00:00,last_message,0.1033,Y
FLW_65d5ad,2026-07-11T21:15:41.683633+00:00,last_message,0.059,Y
FLW_684a48,2026-07-13T10:43:22.419946+00:00,last_message,1.5934,Y
FLW_a24be9,2026-07-11T23:34:29.546763+00:00,last_message,0.067,Y
FLW_d7b0c2,2026-07-12T08:16:37.205360+00:00,last_message,0.149,Y
FLW_31f5c5,2026-07-13T17:06:43.307127+00:00,last_message,1.3215,Y
FLW_d16071,2026-07-12T12:07:23.820114+00:00,last_message,0.0574,Y
FLW_0b4b89,2026-07-12T16:44:38.142709+00:00,last_message,0.0919,Y
FLW_2cee08,2026-07-13T11:52:59.342791+00:00,last_message,0.5693,Y
FLW_da81d6,2026-07-13T03:24:33.393189+00:00,last_message,0.0519,Y
FLW_7c56c3,2026-07-13T17:53:50.802737+00:00,last_message,0.091,Y
FLW_bd52a1,2026-07-13T19:50:08.568413+00:00,last_message,0.0822,Y
FLW_9f0585,2026-07-14T16:38:55.100909+00:00,last_message,0.888,Y
FLW_8b89b7,2026-07-13T21:28:15.826347+00:00,last_message,0.0825,Y
FLW_08de1c,2026-07-14T18:42:24.006498+00:00,last_message,0.4564,Y
FLW_7c05e3,2026-07-14T16:25:18.118071+00:00,last_message,0.0668,Y
FLW_d75081,2026-07-14T21:17:22.645295+00:00,last_message,0.092,Y
FLW_12ca3a,2026-07-15T18:14:13.652071+00:00,last_message,0.2773,Y
FLW_60cdcb,2026-07-15T16:08:59.097580+00:00,last_message,0.0889,Y
FLW_d945a4,2026-07-16T20:14:04.256179+00:00,last_message,0.3867,Y
FLW_8e30c2,2026-07-17T05:51:43.946567+00:00,last_message,0.5814,Y
FLW_a54c48,2026-07-17T23:08:37.852087+00:00,last_message,0.5901,Y
FLW_25265b,2026-07-17T10:40:28.110069+00:00,last_message,0.0681,Y
FLW_675a59,2026-07-17T17:29:36.504763+00:00,last_message,0.0427,Y
FLW_4c26fa,2026-07-17T18:00:35.140200+00:00,last_message,0.0313,Y
FLW_e33650,2026-07-20T23:25:17.867571+00:00,last_message,1.4057,Y
FLW_726358,2026-07-31T23:35:12.957195+00:00,last_message,9.566,N
FLW_2a5b7f,2026-07-22T10:53:07.103033+00:00,last_message,0.0271,Y
FLW_a5e399,2026-07-22T13:46:11.220475+00:00,last_message,0.066,Y
FLW_047202,2026-07-24T10:17:17.624805+00:00,last_message,0.2379,Y
FLW_663550,2026-07-24T17:43:22.171860+00:00,last_message,0.0899,Y
FLW_9e368f,2026-07-27T23:20:24.011886+00:00,last_message,1.3329,Y
FLW_cfa3f7,2026-07-27T13:38:47.123480+00:00,last_message,0.16,Y
FLW_e6fbcb,2026-07-28T23:52:47.832989+00:00,last_message,0.0544,Y
FLW_2d0bde,2026-07-30T13:19:22.297608+00:00,last_message,0.1348,Y
FLW_43e624,2026-07-31T16:32:46.811314+00:00,last_message,0.0867,Y
FLW_4cfdaf,2026-08-05T18:06:05.445078+00:00,last_message,0.469,Y
FLW_466f5c,2026-08-30T05:32:20.364093+00:00,updated_at,0.3584,Y
